utterance,intent,source_row
"""Yes please. Book it for me.""",confirmation,85
I will visit from [Check in Date] until [Check out Date].,confirmation,7
Good day I need to book accommodation.,greeting,1179
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,126
Does it include breakfast?,ask_info,109
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,118
Looking for a place to stay in Ville Haute Luxembourg. Any suggestions?,provide_location,863
Looking for a place to stay in Dorsoduro Venice. Any suggestions?,provide_location,1126
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 55 per night.""",provide_location,367
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,595
"I'd like something in 5th arr. Paris with a good rating. Budget is around $211 per night.""",provide_location,498
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,214
Does it include breakfast?,ask_info,136
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ87 per night.""",provide_location,159
"I'd like something in Grund Luxembourg with a good rating. Budget is around â¬Â 72 per night.""",provide_location,239
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,684
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,457
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 80 per night.""",provide_location,399
"I'd like something in Heraklio with a good rating. Budget is around $131 per night.""",confirmation,789
What's the best way to start learning about blockchain?,ask_info,48
"""Yes please. Book it for me.""",confirmation,145
Looking for a place to stay in 14th arr. Paris. Any suggestions?,provide_location,957
Looking for a place to stay in Via Veneto Rome. Any suggestions?,provide_location,1089
"I'd like something in Mitte Berlin with a good rating. Budget is around $85 per night.""",confirmation,638
Does it include breakfast?,ask_info,140
Looking for a place to stay in Trevi Rome. Any suggestions?,provide_location,1136
Looking for a place to stay in Bahnhofsviertel Frankfurt. Any suggestions?,provide_location,1028
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,905
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1103
"""Yes please. Book it for me.""",confirmation,624
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,142
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,266
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,477
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,967
Does it include breakfast?,ask_info,160
"""Yes please. Book it for me.""",confirmation,373
Does it include breakfast?,ask_info,232
Does it include breakfast?,ask_info,292
Does it include breakfast?,ask_info,164
"I'd like something in 15th arr. Paris with a good rating. Budget is around $113 per night.""",provide_location,496
Looking for a place to stay in Bahnhofsviertel Frankfurt. Any suggestions?,provide_location,1018
Looking for a place to stay in Ostend Frankfurt. Any suggestions?,provide_location,1016
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 155 per night.""",provide_location,448
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1160
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,856
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $122 per night.""",provide_location,576
"""Yes please. Book it for me. """,confirmation,201
This is a great choice!,confirmation,121
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1005
Does it include breakfast?,ask_info,120
"I'd like something in Kensington and Chelsea London with a good rating. Budget is around ‰âÂåÊ76 per night. """,confirmation,113
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,873
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,463
"I'd like something in Islington London with a good rating. Budget is around ‰âÂåÊ135 per night.""",provide_location,175
Looking for a place to stay in Maxvorstadt Munich. Any suggestions?,provide_location,969
Looking for a place to stay in Bonnevoie Luxembourg. Any suggestions?,provide_location,877
Looking for a place to stay in 15th arr. Paris. Any suggestions?,provide_location,949
What are the latest trends in AI research?,ask_info,40
I want to visit [City Name].,confirmation,1187
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,597
I want to visit [City Name].,confirmation,8
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1024
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ65 per night.""",provide_location,127
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 86 per night.""",provide_location,323
Does it include breakfast?,ask_info,300
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,258
"""Yes please. Book it for me.""",confirmation,293
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,78
Looking for a place to stay in Aventino Rome. Any suggestions?,provide_location,1148
"I'd like something in Lambeth London with a good rating. Budget is around ‰âÂåÊ92 per night. """,provide_location,106
Looking for a place to stay in Paranhos Porto. Any suggestions?,provide_location,904
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,927
Does it include breakfast?,ask_info,698
Great! Please book it for me!,confirmation,115
"I'd like something in 14th arr. Paris with a good rating. Budget is around $150 per night.""",provide_location,532
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 168 per night.""",provide_location,470
"I'd like something in Vaticano Prati Rome with a good rating. Budget is around $172 per night.""",provide_location,827
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 103 per night.""",confirmation,295
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,849
""" How can I improve my data analysis skills?",ask_info,28
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,481
I will visit from [Check in Date] until [Check out Date].,confirmation,18
"I'd like something in City of London London with a good rating. Budget is around ‰âÂåÊ162 per night.""",confirmation,143
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,791
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1171
"I'd like something in 10th arr. Paris with a good rating. Budget is around $130 per night. """,provide_location,536
Does it include breakfast?,ask_info,200
Can AI help in environmental conservation?,ask_info,49
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,146
"I'd like something in Heraklio with a good rating. Budget is around $87 per night.""",confirmation,786
"""Yes please. Book it for me.""",confirmation,297
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,768
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,433
"I'd like something in Central Station Rome with a good rating. Budget is around $107 per night.""",confirmation,809
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 193 per night.""",provide_location,478
"I'd like something in NeukÃ¶lln Berlin with a good rating. Budget is around $68 per night.""",provide_location,594
Can you recommend a good science fiction book?,ask_info,43
"I'd like something in Mitte Berlin with a good rating. Budget is around $97 per night.""",confirmation,634
"I'd like something in Westminster Borough London with a good rating. Budget is around â¬Â 80 per night. """,provide_location,203
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,903
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,310
"I'd like something in Heraklio with a good rating. Budget is around $65 per night.""",confirmation,769
I want to visit [City Name].,confirmation,65
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1072
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,864
This is a great choice!,confirmation,1196
"I'd like something in Luxembourg with a good rating. Budget is around ‰âÂåÊ95 per night.""",provide_location,195
"I'd like something in Mitte Berlin with a good rating. Budget is around $89 per night.""",confirmation,626
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1094
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1097
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,469
"""Yes please. Book it for me.""",confirmation,169
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1017
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 95 per night.""",confirmation,227
"I'd like something in 15th arr. Paris with a good rating. Budget is around $119 per night.""",provide_location,528
"""Yes please. Book it for me.""",confirmation,137
What are the latest trends in AI research?,ask_info,50
Looking for a place to stay in 9th arr. Paris. Any suggestions?,provide_location,944
How can I stay motivated while learning to code?,ask_info,51
Hello I'm looking to reserve a hotel room.,greeting,60
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1116
Great! Please book it for me!,confirmation,107
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1168
"I'd like something in Tempelhof-SchÃ¶neberg Berlin with a good rating. Budget is around $108 per night.""",provide_location,646
Does it include breakfast?,ask_info,276
"""Yes please. Book it for me.""",confirmation,757
"""Yes please. Book it for me.""",confirmation,269
"""Yes please. Book it for me.""",confirmation,157
Looking for a place to stay in SchwanthalerhÃ¶he Munich. Any suggestions?,provide_location,977
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,824
Looking for a place to stay in 17th arr. Paris. Any suggestions?,provide_location,942
"""Yes please. Book it for me.""",confirmation,161
Does it include breakfast?,ask_info,196
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,989
"""Yes please. Book it for me.""",confirmation,193
"""Yes please. Book it for me.""",confirmation,277
Looking for a place to stay in Navona Rome. Any suggestions?,provide_location,1102
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $107 per night.""",provide_location,570
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1060
"I'd like something in SchwanthalerhÃ¶he Munich with a good rating. Budget is around $100 per night.""",provide_location,587
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,491
I want to visit [City Name].,confirmation,1183
Good day I need to book accommodation.,greeting,2
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,513
"""Yes please. Book it for me.""",confirmation,628
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 143 per night.""",provide_location,456
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,527
"I'd like something in Trionfale Rome with a good rating. Budget is around $243 per night.""",provide_location,819
""" What's the latest news on Mars exploration?",ask_info,23
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1003
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,206
"I'd like something in Heraklio with a good rating. Budget is around $96 per night.""",confirmation,798
Looking for a place to stay in Hohenfelde Hamburg. Any suggestions?,provide_location,1052
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1067
Looking for a place to stay in GrÃ cia Barcelona. Any suggestions?,provide_location,917
Looking for a place to stay in Navona Rome. Any suggestions?,provide_location,1146
Does it include breakfast?,ask_info,296
"I'd like something in Via Veneto Rome with a good rating. Budget is around $277 per night.""",confirmation,815
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,537
