utterance,intent,source_row
"I'd like something in Rione Monti Rome with a good rating. Budget is around $167 per night.""",confirmation,826
"I'd like something in Vaticano Prati Rome with a good rating. Budget is around $172 per night.""",provide_location,827
Does it include breakfast?,ask_info,828
"""Yes please. Book it for me.""",confirmation,829
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,830
"I'd like something in Rione Monti Rome with a good rating. Budget is around $140 per night.""",confirmation,831
Does it include breakfast?,ask_info,832
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,833
Looking for a place to stay in Hackney London. Any suggestions?,ask_info,834
Looking for a place to stay in Hammersmith and Fulham London. Any suggestions?,provide_location,835
Looking for a place to stay in Acton London. Any suggestions?,provide_location,836
Looking for a place to stay in Lambeth London. Any suggestions?,ask_info,837
Looking for a place to stay in Lambeth London. Any suggestions?,ask_info,838
Looking for a place to stay in Kensington and Chelsea London. Any suggestions?,provide_location,839
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,840
Looking for a place to stay in Camden London. Any suggestions?,provide_location,841
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,842
Looking for a place to stay in Tower Hamlets London. Any suggestions?,ask_info,843
Looking for a place to stay in Tower Hamlets London. Any suggestions?,ask_info,844
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,845
Looking for a place to stay in City of London London. Any suggestions?,ask_info,846
Looking for a place to stay in Tower Hamlets London. Any suggestions?,ask_info,847
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,848
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,849
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,850
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,851
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,852
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,853
Looking for a place to stay in Islington London. Any suggestions?,provide_location,854
Looking for a place to stay in City of London London. Any suggestions?,ask_info,855
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,856
Looking for a place to stay in Westminster Borough London. Any suggestions?,ask_info,857
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,858
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,859
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,860
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,861
Looking for a place to stay in Grund Luxembourg. Any suggestions?,provide_location,862
Looking for a place to stay in Ville Haute Luxembourg. Any suggestions?,provide_location,863
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,864
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,865
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,866
Looking for a place to stay in Ville Haute Luxembourg. Any suggestions?,provide_location,867
Looking for a place to stay in Belair Luxembourg. Any suggestions?,provide_location,868
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,869
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,870
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,871
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,872
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,873
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,874
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,875
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,876
Looking for a place to stay in Bonnevoie Luxembourg. Any suggestions?,provide_location,877
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,878
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,879
Looking for a place to stay in Luxembourg. Any suggestions?,provide_location,880
Looking for a place to stay in Bonnevoie Luxembourg. Any suggestions?,provide_location,881
Looking for a place to stay in Gare Luxembourg. Any suggestions?,provide_location,882
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,883
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,884
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,885
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,886
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,887
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,888
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,889
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,890
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,891
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,892
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,893
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,894
Looking for a place to stay in Bonfim Porto. Any suggestions?,provide_location,895
Looking for a place to stay in Bonfim Porto. Any suggestions?,provide_location,896
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,897
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,898
Looking for a place to stay in Bonfim Porto. Any suggestions?,provide_location,899
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,900
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,901
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,902
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,903
Looking for a place to stay in Paranhos Porto. Any suggestions?,provide_location,904
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,905
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,906
Looking for a place to stay in UniÃ£o de Freguesias do Centro Porto. Any suggestions?,provide_location,907
Looking for a place to stay in SarriÃ -St. Gervasi Barcelona. Any suggestions?,provide_location,908
Looking for a place to stay in Sants-MontjuÃ¯c Barcelona. Any suggestions?,provide_location,909
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,910
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,911
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,912
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,913
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,914
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,915
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,916
Looking for a place to stay in GrÃ cia Barcelona. Any suggestions?,provide_location,917
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,918
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,919
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,920
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,921
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,922
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,923
Looking for a place to stay in Sants-MontjuÃ¯c Barcelona. Any suggestions?,provide_location,924
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,925
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,926
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,927
Looking for a place to stay in Ciutat Vella Barcelona. Any suggestions?,provide_location,928
Looking for a place to stay in Sant MartÃ­ Barcelona. Any suggestions?,provide_location,929
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,930
Looking for a place to stay in Eixample Barcelona. Any suggestions?,provide_location,931
Looking for a place to stay in Sant MartÃ­ Barcelona. Any suggestions?,provide_location,932
Looking for a place to stay in 14th arr. Paris. Any suggestions?,provide_location,933
Looking for a place to stay in 10th arr. Paris. Any suggestions?,provide_location,934
Looking for a place to stay in 17th arr. Paris. Any suggestions?,provide_location,935
Looking for a place to stay in 15th arr. Paris. Any suggestions?,provide_location,936
Looking for a place to stay in 5th arr. Paris. Any suggestions?,provide_location,937
Looking for a place to stay in 14th arr. Paris. Any suggestions?,provide_location,938
Looking for a place to stay in 2nd arr. Paris. Any suggestions?,provide_location,939
Looking for a place to stay in 9th arr. Paris. Any suggestions?,provide_location,940
Looking for a place to stay in 6th arr. Paris. Any suggestions?,provide_location,941
Looking for a place to stay in 17th arr. Paris. Any suggestions?,provide_location,942
Looking for a place to stay in 2nd arr. Paris. Any suggestions?,provide_location,943
Looking for a place to stay in 9th arr. Paris. Any suggestions?,provide_location,944
Looking for a place to stay in 17th arr. Paris. Any suggestions?,provide_location,945
Looking for a place to stay in 13th arr. Paris. Any suggestions?,provide_location,946
Looking for a place to stay in 12th arr. Paris. Any suggestions?,provide_location,947
Looking for a place to stay in 6th arr. Paris. Any suggestions?,provide_location,948
Looking for a place to stay in 15th arr. Paris. Any suggestions?,provide_location,949
Looking for a place to stay in 15th arr. Paris. Any suggestions?,provide_location,950
Looking for a place to stay in 1st arr. Paris. Any suggestions?,provide_location,951
Looking for a place to stay in 14th arr. Paris. Any suggestions?,provide_location,952
Looking for a place to stay in 15th arr. Paris. Any suggestions?,provide_location,953
Looking for a place to stay in 10th arr. Paris. Any suggestions?,provide_location,954
Looking for a place to stay in 10th arr. Paris. Any suggestions?,provide_location,955
Looking for a place to stay in 14th arr. Paris. Any suggestions?,provide_location,956
Looking for a place to stay in 14th arr. Paris. Any suggestions?,provide_location,957
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,958
Looking for a place to stay in Altstadt - Lehel Munich. Any suggestions?,provide_location,959
Looking for a place to stay in Altstadt - Lehel Munich. Any suggestions?,provide_location,960
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,961
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,962
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,963
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,964
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,965
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,966
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,967
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,968
Looking for a place to stay in Maxvorstadt Munich. Any suggestions?,provide_location,969
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,970
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,971
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,972
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,973
Looking for a place to stay in Maxvorstadt Munich. Any suggestions?,provide_location,974
Looking for a place to stay in Maxvorstadt Munich. Any suggestions?,provide_location,975
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,976
Looking for a place to stay in SchwanthalerhÃ¶he Munich. Any suggestions?,provide_location,977
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,978
Looking for a place to stay in Maxvorstadt Munich. Any suggestions?,provide_location,979
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,980
Looking for a place to stay in Altstadt - Lehel Munich. Any suggestions?,provide_location,981
Looking for a place to stay in Ludwigsvorstadt Munich. Any suggestions?,provide_location,982
Looking for a place to stay in NeukÃ¶lln Berlin. Any suggestions?,ask_info,983
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,984
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,985
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,986
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,987
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,988
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,989
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,990
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,991
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,992
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,993
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,994
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,995
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,996
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,997
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,998
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,999
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,1000
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1001
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1002
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1003
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1004
Looking for a place to stay in Mitte Berlin. Any suggestions?,provide_location,1005
Looking for a place to stay in Friedrichshain-Kreuzberg Berlin. Any suggestions?,provide_location,1006
Looking for a place to stay in Tempelhof-SchÃ¶neberg Berlin. Any suggestions?,provide_location,1007
Looking for a place to stay in Bahnhofsviertel Frankfurt. Any suggestions?,provide_location,1008
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1009
Looking for a place to stay in Gutleutviertel Frankfurt. Any suggestions?,provide_location,1010
Looking for a place to stay in Gallusviertel Frankfurt. Any suggestions?,provide_location,1011
Looking for a place to stay in Frankfurt Airport Area Frankfurt. Any suggestions?,provide_location,1012
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1013
Looking for a place to stay in Frankfurt Airport Area Frankfurt. Any suggestions?,provide_location,1014
Looking for a place to stay in Westend Frankfurt. Any suggestions?,provide_location,1015
Looking for a place to stay in Ostend Frankfurt. Any suggestions?,provide_location,1016
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1017
Looking for a place to stay in Bahnhofsviertel Frankfurt. Any suggestions?,provide_location,1018
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1019
Looking for a place to stay in Gallusviertel Frankfurt. Any suggestions?,provide_location,1020
Looking for a place to stay in Bahnhofsviertel Frankfurt. Any suggestions?,provide_location,1021
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1022
Looking for a place to stay in Gutleutviertel Frankfurt. Any suggestions?,provide_location,1023
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1024
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1025
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1026
Looking for a place to stay in Frankfurt. Any suggestions?,provide_location,1027
Looking for a place to stay in Bahnhofsviertel Frankfurt. Any suggestions?,provide_location,1028
Looking for a place to stay in Gallusviertel Frankfurt. Any suggestions?,provide_location,1029
Looking for a place to stay in Sachsenhausen Frankfurt. Any suggestions?,provide_location,1030
Looking for a place to stay in Frankfurt Airport Area Frankfurt. Any suggestions?,provide_location,1031
Looking for a place to stay in Frankfurt City Center (Old Town) Frankfurt. Any suggestions?,provide_location,1032
Looking for a place to stay in Hamburg City Center (Old Town) Hamburg. Any suggestions?,provide_location,1033
Looking for a place to stay in Hammerbrook Hamburg. Any suggestions?,provide_location,1034
Looking for a place to stay in Hammerbrook Hamburg. Any suggestions?,provide_location,1035
Looking for a place to stay in Altona-Altstadt Hamburg. Any suggestions?,provide_location,1036
Looking for a place to stay in Hammerbrook Hamburg. Any suggestions?,provide_location,1037
Looking for a place to stay in Hamburg. Any suggestions?,ask_info,1038
Looking for a place to stay in St. Georg Hamburg. Any suggestions?,provide_location,1039
Looking for a place to stay in Hamburg City Center (New Town) Hamburg. Any suggestions?,provide_location,1040
Looking for a place to stay in Hamburg City Center (Old Town) Hamburg. Any suggestions?,provide_location,1041
Looking for a place to stay in Hamburg City Center (New Town) Hamburg. Any suggestions?,provide_location,1042
Looking for a place to stay in Hamburg City Center Hamburg. Any suggestions?,provide_location,1043
Looking for a place to stay in HafenCity Hamburg. Any suggestions?,provide_location,1044
Looking for a place to stay in Hohenfelde Hamburg. Any suggestions?,provide_location,1045
Looking for a place to stay in St. Georg Hamburg. Any suggestions?,provide_location,1046
Looking for a place to stay in St. Georg Hamburg. Any suggestions?,provide_location,1047
Looking for a place to stay in Hamburg City Center (Old Town) Hamburg. Any suggestions?,provide_location,1048
Looking for a place to stay in Hamburg. Any suggestions?,ask_info,1049
Looking for a place to stay in St. Georg Hamburg. Any suggestions?,provide_location,1050
Looking for a place to stay in Hamburg. Any suggestions?,ask_info,1051
Looking for a place to stay in Hohenfelde Hamburg. Any suggestions?,provide_location,1052
Looking for a place to stay in Hamburg City Center Hamburg. Any suggestions?,provide_location,1053
Looking for a place to stay in St. Georg Hamburg. Any suggestions?,provide_location,1054
Looking for a place to stay in Hamburg City Center (New Town) Hamburg. Any suggestions?,provide_location,1055
Looking for a place to stay in St. Georg Hamburg. Any suggestions?,provide_location,1056
Looking for a place to stay in St. Pauli Hamburg. Any suggestions?,provide_location,1057
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1058
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1059
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1060
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1061
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1062
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1063
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1064
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1065
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1066
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1067
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1068
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1069
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1070
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1071
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1072
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1073
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1074
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1075
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1076
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1077
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1078
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1079
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1080
Looking for a place to stay in Heralkio City Centre Heraklio. Any suggestions?,provide_location,1081
Looking for a place to stay in Heraklio. Any suggestions?,provide_location,1082
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1083
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1084
Looking for a place to stay in Via Veneto Rome. Any suggestions?,provide_location,1085
Looking for a place to stay in Central Station Rome. Any suggestions?,provide_location,1086
Looking for a place to stay in Trevi Rome. Any suggestions?,provide_location,1087
Looking for a place to stay in Central Station Rome. Any suggestions?,provide_location,1088
Looking for a place to stay in Via Veneto Rome. Any suggestions?,provide_location,1089
Looking for a place to stay in Pantheon Rome. Any suggestions?,provide_location,1090
Looking for a place to stay in Trionfale Rome. Any suggestions?,provide_location,1091
Looking for a place to stay in Trevi Rome. Any suggestions?,provide_location,1092
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1093
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1094
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1095
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1096
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1097
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1098
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1099
Looking for a place to stay in Navona Rome. Any suggestions?,provide_location,1100
Looking for a place to stay in Central Station Rome. Any suggestions?,provide_location,1101
Looking for a place to stay in Navona Rome. Any suggestions?,provide_location,1102
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1103
Looking for a place to stay in Aventino Rome. Any suggestions?,provide_location,1104
Looking for a place to stay in Rome City Center Rome. Any suggestions?,provide_location,1105
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1106
Looking for a place to stay in Gianicolense Rome. Any suggestions?,provide_location,1107
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1108
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1109
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1110
Looking for a place to stay in San Polo Venice. Any suggestions?,provide_location,1111
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1112
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1113
Looking for a place to stay in Santa Croce Venice. Any suggestions?,provide_location,1114
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1115
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1116
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1117
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1118
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1119
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1120
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1121
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1122
Looking for a place to stay in Santa Croce Venice. Any suggestions?,provide_location,1123
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1124
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1125
Looking for a place to stay in Dorsoduro Venice. Any suggestions?,provide_location,1126
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1127
Looking for a place to stay in Santa Croce Venice. Any suggestions?,provide_location,1128
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1129
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1130
Looking for a place to stay in Dorsoduro Venice. Any suggestions?,provide_location,1131
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1132
Looking for a place to stay in Via Veneto Rome. Any suggestions?,provide_location,1133
Looking for a place to stay in Pantheon Rome. Any suggestions?,provide_location,1134
Looking for a place to stay in Trionfale Rome. Any suggestions?,provide_location,1135
Looking for a place to stay in Trevi Rome. Any suggestions?,provide_location,1136
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1137
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1138
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1139
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1140
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1141
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1142
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1143
Looking for a place to stay in Navona Rome. Any suggestions?,provide_location,1144
Looking for a place to stay in Central Station Rome. Any suggestions?,provide_location,1145
Looking for a place to stay in Navona Rome. Any suggestions?,provide_location,1146
Looking for a place to stay in Vaticano Prati Rome. Any suggestions?,provide_location,1147
Looking for a place to stay in Aventino Rome. Any suggestions?,provide_location,1148
Looking for a place to stay in Rome City Center Rome. Any suggestions?,provide_location,1149
Looking for a place to stay in Rione Monti Rome. Any suggestions?,provide_location,1150
Looking for a place to stay in Gianicolense Rome Any suggestions?,ask_info,1151
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1152
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1153
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1154
Looking for a place to stay in San Polo Venice. Any suggestions?,provide_location,1155
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1156
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1157
Looking for a place to stay in Santa Croce Venice. Any suggestions?,provide_location,1158
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1159
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1160
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1161
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1162
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1163
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1164
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1165
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1166
Looking for a place to stay in Santa Croce Venice. Any suggestions?,provide_location,1167
Looking for a place to stay in Castello Venice. Any suggestions?,provide_location,1168
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1169
Looking for a place to stay in Dorsoduro Venice. Any suggestions?,provide_location,1170
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1171
Looking for a place to stay in Santa Croce Venice. Any suggestions?,provide_location,1172
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1173
Looking for a place to stay in Cannaregio Venice. Any suggestions?,provide_location,1174
Looking for a place to stay in Dorsoduro Venice. Any suggestions?,provide_location,1175
Looking for a place to stay in San Marco Venice. Any suggestions?,provide_location,1176
Hello I would like to book a hotel room.,greeting,1177
Hello I'm looking to reserve a hotel room.,greeting,1178
Good day I need to book accommodation.,greeting,1179
I'd like to book a hotel room.,book_hotel,1180
I want to visit [City Name].,confirmation,1181
I will visit from [Check in Date] until [Check out Date].,confirmation,1182
I want to visit [City Name].,confirmation,1183
I will visit from [Check in Date] until [Check out Date].,confirmation,1184
I want to visit [City Name].,confirmation,1185
I will visit from [Check in Date] until [Check out Date].,confirmation,1186
I want to visit [City Name].,confirmation,1187
I will visit from [Check in Date] until [Check out Date].,confirmation,1188
I will visit from [Check in Date] until [Check out Date].,confirmation,1189
I need to make a hotel reservation.,confirmation,1190
I will visit from [Check in Date] until [Check out Date].,confirmation,1191
I want to visit [City Name].,confirmation,1192
I will visit from [Check in Date] until [Check out Date].,confirmation,1193
I will visit from [Check in Date] until [Check out Date].,confirmation,1194
I will visit from [Check in Date] until [Check out Date].,confirmation,1195
This is a great choice!,confirmation,1196
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,1197
"""Yes please. Book it for me.""",confirmation,1198
